order_id,transaction_type,processing_time(day),delivery_estimate(day),late_delivery_risk,delivery_status,order_status,shipping_mode
00527,Transfer,3,4,0,Shipping Canceled,Canceled,Standard Class
00528,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
00529,Debit,5,4,1,Late Delivery,On Hold,Standard Class
00530,Transfer,2,1,1,Late Delivery,Processing,First Class
00531,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00532,Transfer,2,1,1,Late Delivery,Pending,First Class
00534,Debit,5,4,1,Late Delivery,Complete,Standard Class
00535,Debit,6,4,1,Late Delivery,Complete,Standard Class
00536,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
00537,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00538,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
00539,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00540,Debit,6,4,1,Late Delivery,Complete,Standard Class
00541,Debit,2,2,0,Shipping On Time,Complete,Second Class
00542,Cash,3,4,0,Advance Shipping,Closed,Standard Class
00543,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
00544,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
00545,Debit,6,2,1,Late Delivery,Complete,Second Class
00546,Transfer,2,2,0,Shipping On Time,Processing,Second Class
00547,Debit,3,2,1,Late Delivery,Complete,Second Class
00548,Transfer,4,4,0,Shipping Canceled,Suspected Fraud,Standard Class
00549,Transfer,5,4,1,Late Delivery,Pending,Standard Class
00550,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
00551,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00552,Transfer,3,4,0,Shipping Canceled,Canceled,Standard Class
00554,Transfer,5,4,1,Late Delivery,Processing,Standard Class
00555,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
00556,Debit,2,1,1,Late Delivery,Complete,First Class
00557,Debit,2,1,1,Late Delivery,Complete,First Class
00558,Debit,2,1,1,Late Delivery,Complete,First Class
00560,Debit,6,2,1,Late Delivery,On Hold,Second Class
00561,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
00562,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
00563,Cash,4,4,0,Shipping On Time,Closed,Standard Class
00565,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
00567,Cash,3,4,0,Advance Shipping,Closed,Standard Class
00568,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
00571,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
00572,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
00575,Transfer,6,2,1,Late Delivery,Processing,Second Class
00577,Cash,3,4,0,Advance Shipping,Closed,Standard Class
00579,Transfer,5,4,1,Late Delivery,Processing,Standard Class
00580,Transfer,6,4,0,Shipping Canceled,Suspected Fraud,Standard Class
00581,Transfer,2,2,0,Shipping On Time,Processing,Second Class
00582,Cash,3,2,1,Late Delivery,Closed,Second Class
00583,Transfer,4,2,1,Late Delivery,Pending,Second Class
00584,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
00585,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
00586,Transfer,2,2,0,Shipping On Time,Processing,Second Class
00587,Transfer,3,2,0,Shipping Canceled,Suspected Fraud,Second Class
00589,Debit,5,4,1,Late Delivery,Complete,Standard Class
00591,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00592,Cash,3,4,0,Advance Shipping,Closed,Standard Class
00593,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
00594,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00595,Payment,6,4,1,Late Delivery,Payment Review,Standard Class
00596,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
00599,Debit,5,4,1,Late Delivery,Complete,Standard Class
00600,Debit,1,0,1,Late Delivery,Complete,Same Day
00601,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00602,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00603,Cash,4,4,0,Shipping On Time,Closed,Standard Class
00604,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00605,Debit,6,4,1,Late Delivery,Complete,Standard Class
00607,Transfer,3,4,0,Shipping Canceled,Canceled,Standard Class
00608,Debit,4,2,1,Late Delivery,Complete,Second Class
00609,Transfer,5,4,1,Late Delivery,Processing,Standard Class
00611,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00613,Debit,4,4,0,Shipping On Time,Complete,Standard Class
00614,Cash,5,4,1,Late Delivery,Closed,Standard Class
00615,Debit,6,4,1,Late Delivery,Complete,Standard Class
00616,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
00618,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
00619,Transfer,5,4,1,Late Delivery,Processing,Standard Class
00620,Debit,6,4,1,Late Delivery,Complete,Standard Class
00621,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00622,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
00623,Payment,0,0,0,Shipping On Time,Payment Review,Same Day
00624,Payment,0,0,0,Shipping On Time,Pending Payment,Same Day
00625,Debit,0,0,0,Shipping On Time,On Hold,Same Day
00626,Cash,2,2,0,Shipping On Time,Closed,Second Class
00627,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
00628,Transfer,4,2,1,Late Delivery,Processing,Second Class
00629,Debit,2,1,1,Late Delivery,Complete,First Class
00630,Debit,2,1,1,Late Delivery,Complete,First Class
00631,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00632,Transfer,2,1,1,Late Delivery,Pending,First Class
00633,Debit,4,4,0,Shipping On Time,Complete,Standard Class
00634,Debit,5,4,1,Late Delivery,Complete,Standard Class
00636,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
00637,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
00638,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
00639,Debit,5,4,1,Late Delivery,Complete,Standard Class
00640,Transfer,6,4,1,Late Delivery,Processing,Standard Class
00641,Cash,0,0,0,Shipping On Time,Closed,Same Day
00643,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00644,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00645,Debit,6,4,1,Late Delivery,Complete,Standard Class
00646,Cash,2,4,0,Advance Shipping,Closed,Standard Class
00647,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00648,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00649,Transfer,2,1,0,Shipping Canceled,Canceled,First Class
00650,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
00651,Cash,2,4,0,Advance Shipping,Closed,Standard Class
00652,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
00653,Transfer,4,2,1,Late Delivery,Processing,Second Class
00654,Debit,5,2,1,Late Delivery,Complete,Second Class
00655,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00656,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
00657,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
00659,Debit,5,4,1,Late Delivery,Complete,Standard Class
00660,Cash,6,4,1,Late Delivery,Closed,Standard Class
00661,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
00662,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00663,Payment,4,4,0,Shipping On Time,Payment Review,Standard Class
00664,Debit,5,4,1,Late Delivery,Complete,Standard Class
00665,Debit,6,4,1,Late Delivery,On Hold,Standard Class
00666,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00667,Transfer,1,0,0,Shipping Canceled,Canceled,Same Day
00668,Transfer,2,1,1,Late Delivery,Processing,First Class
00669,Transfer,5,2,1,Late Delivery,Processing,Second Class
00670,Transfer,6,4,1,Late Delivery,Processing,Standard Class
00671,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
00672,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
00673,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
00674,Debit,5,4,1,Late Delivery,Complete,Standard Class
00675,Debit,6,4,1,Late Delivery,Complete,Standard Class
00676,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
00677,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
00678,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
00679,Cash,5,4,1,Late Delivery,Closed,Standard Class
00680,Debit,2,1,1,Late Delivery,On Hold,First Class
00681,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00682,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00684,Cash,1,0,1,Late Delivery,Closed,Same Day
00685,Debit,1,0,1,Late Delivery,On Hold,Same Day
00686,Transfer,2,1,1,Late Delivery,Processing,First Class
00687,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00688,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00689,Transfer,2,1,1,Late Delivery,Pending,First Class
00690,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00691,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00692,Debit,3,4,0,Advance Shipping,On Hold,Standard Class
00693,Debit,4,4,0,Shipping On Time,On Hold,Standard Class
00694,Transfer,2,1,1,Late Delivery,Processing,First Class
00695,Transfer,6,4,1,Late Delivery,Processing,Standard Class
00696,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
00697,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00698,Debit,2,1,1,Late Delivery,Complete,First Class
00699,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00700,Debit,6,4,1,Late Delivery,Complete,Standard Class
00701,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
00702,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
00703,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
00705,Transfer,6,4,1,Late Delivery,Pending,Standard Class
00706,Cash,2,4,0,Advance Shipping,Closed,Standard Class
00707,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
00708,Cash,4,4,0,Shipping On Time,Closed,Standard Class
00709,Transfer,5,4,1,Late Delivery,Pending,Standard Class
00710,Cash,2,1,1,Late Delivery,Closed,First Class
00711,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00712,Transfer,2,1,1,Late Delivery,Pending,First Class
00715,Transfer,6,4,1,Late Delivery,Pending,Standard Class
00716,Transfer,2,4,0,Shipping Canceled,Canceled,Standard Class
00717,Transfer,3,4,0,Shipping Canceled,Canceled,Standard Class
00719,Transfer,5,4,1,Late Delivery,Processing,Standard Class
00721,Transfer,2,2,0,Shipping On Time,Pending,Second Class
00722,Cash,3,4,0,Advance Shipping,Closed,Standard Class
00723,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
00725,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
00726,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00727,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00728,Debit,4,4,0,Shipping On Time,Complete,Standard Class
00730,Debit,6,4,1,Late Delivery,Complete,Standard Class
00731,Transfer,2,4,0,Advance Shipping,Processing,Standard Class
00732,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00734,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00735,Debit,6,4,1,Late Delivery,Complete,Standard Class
00736,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00737,Payment,3,4,0,Advance Shipping,Payment Review,Standard Class
00738,Transfer,4,4,0,Shipping Canceled,Canceled,Standard Class
00739,Debit,5,4,1,Late Delivery,Complete,Standard Class
00740,Transfer,6,4,1,Late Delivery,Processing,Standard Class
00741,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00742,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00743,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
00745,Transfer,6,4,1,Late Delivery,Processing,Standard Class
00746,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00747,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
00748,Debit,4,4,0,Shipping On Time,Complete,Standard Class
00749,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00750,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
00753,Transfer,2,1,0,Shipping Canceled,Canceled,First Class
00754,Debit,2,1,1,Late Delivery,Complete,First Class
00755,Debit,2,1,1,Late Delivery,Complete,First Class
00756,Debit,2,1,1,Late Delivery,Complete,First Class
00757,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00758,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00759,Debit,2,1,1,Late Delivery,Complete,First Class
00760,Debit,2,1,1,Late Delivery,On Hold,First Class
00761,Debit,2,1,1,Late Delivery,Complete,First Class
00762,Transfer,2,1,1,Late Delivery,Pending,First Class
00763,Debit,4,4,0,Shipping On Time,Complete,Standard Class
00764,Debit,5,4,1,Late Delivery,Complete,Standard Class
00765,Cash,6,4,1,Late Delivery,Closed,Standard Class
00766,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00768,Debit,4,4,0,Shipping On Time,Complete,Standard Class
00769,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00770,Debit,6,4,1,Late Delivery,Complete,Standard Class
00771,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00772,Transfer,3,4,0,Advance Shipping,Processing,Standard Class
00773,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
00774,Debit,5,2,1,Late Delivery,Complete,Second Class
00776,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
00777,Debit,3,2,1,Late Delivery,On Hold,Second Class
00778,Debit,4,2,1,Late Delivery,Complete,Second Class
00779,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00780,Debit,6,4,1,Late Delivery,Complete,Standard Class
00782,Debit,2,1,1,Late Delivery,Complete,First Class
00783,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
00785,Debit,6,4,1,Late Delivery,Complete,Standard Class
00786,Cash,2,4,0,Advance Shipping,Closed,Standard Class
00787,Cash,3,4,0,Advance Shipping,Closed,Standard Class
00788,Transfer,4,4,0,Shipping On Time,Pending,Standard Class
00789,Debit,5,4,1,Late Delivery,Complete,Standard Class
00790,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
00791,Transfer,2,2,0,Shipping On Time,Processing,Second Class
00792,Transfer,3,2,1,Late Delivery,Pending,Second Class
00793,Transfer,4,2,1,Late Delivery,Processing,Second Class
00794,Debit,5,2,1,Late Delivery,Complete,Second Class
00795,Debit,6,2,1,Late Delivery,Complete,Second Class
00796,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
00797,Transfer,3,2,1,Late Delivery,Processing,Second Class
00798,Debit,4,4,0,Shipping On Time,Complete,Standard Class
00799,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00800,Debit,6,4,1,Late Delivery,Complete,Standard Class
00801,Payment,2,4,0,Advance Shipping,Pending Payment,Standard Class
00802,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00803,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
00805,Payment,6,4,1,Late Delivery,Pending Payment,Standard Class
00806,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00807,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00808,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
00809,Transfer,5,4,1,Late Delivery,Processing,Standard Class
00810,Transfer,6,4,1,Late Delivery,Pending,Standard Class
00812,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
00813,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
00814,Debit,1,0,1,Late Delivery,Complete,Same Day
00815,Payment,1,0,1,Late Delivery,Pending Payment,Same Day
00816,Payment,1,0,1,Late Delivery,Pending Payment,Same Day
00817,Cash,3,4,0,Advance Shipping,Closed,Standard Class
00818,Transfer,2,1,0,Shipping Canceled,Suspected Fraud,First Class
00819,Debit,5,4,1,Late Delivery,Complete,Standard Class
00820,Transfer,6,4,1,Late Delivery,Pending,Standard Class
00821,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00822,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00823,Cash,4,4,0,Shipping On Time,Closed,Standard Class
00824,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00825,Transfer,6,4,1,Late Delivery,Pending,Standard Class
00826,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00827,Payment,2,1,1,Late Delivery,Pending Payment,First Class
00830,Transfer,6,4,0,Shipping Canceled,Suspected Fraud,Standard Class
00831,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00834,Transfer,5,4,1,Late Delivery,Processing,Standard Class
00836,Transfer,2,2,0,Shipping On Time,Processing,Second Class
00840,Debit,6,2,1,Late Delivery,Complete,Second Class
00841,Payment,2,2,0,Shipping On Time,Pending Payment,Second Class
00842,Payment,3,2,1,Late Delivery,Pending Payment,Second Class
00843,Debit,4,2,1,Late Delivery,On Hold,Second Class
00844,Payment,5,2,1,Late Delivery,Pending Payment,Second Class
00845,Transfer,6,4,1,Late Delivery,Processing,Standard Class
00846,Transfer,2,4,0,Advance Shipping,Pending,Standard Class
00847,Transfer,3,4,0,Advance Shipping,Pending,Standard Class
00849,Transfer,5,4,1,Late Delivery,Processing,Standard Class
00850,Transfer,6,4,1,Late Delivery,Pending,Standard Class
00851,Cash,2,4,0,Advance Shipping,Closed,Standard Class
00852,Payment,3,4,0,Advance Shipping,Pending Payment,Standard Class
00853,Payment,4,4,0,Shipping On Time,Pending Payment,Standard Class
00854,Debit,5,4,1,Late Delivery,Complete,Standard Class
00855,Payment,6,2,1,Late Delivery,Pending Payment,Second Class
00856,Transfer,2,2,0,Shipping On Time,Processing,Second Class
00857,Payment,3,2,1,Late Delivery,Payment Review,Second Class
00858,Debit,4,4,0,Shipping On Time,Complete,Standard Class
00859,Debit,5,4,1,Late Delivery,Complete,Standard Class
00860,Debit,6,4,1,Late Delivery,Complete,Standard Class
00861,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00862,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00863,Debit,4,4,0,Shipping On Time,Complete,Standard Class
00864,Debit,5,4,1,Late Delivery,Complete,Standard Class
00865,Cash,6,4,1,Late Delivery,Closed,Standard Class
00866,Debit,2,4,0,Advance Shipping,On Hold,Standard Class
00867,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00868,Transfer,4,4,0,Shipping On Time,Processing,Standard Class
00869,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
00870,Transfer,6,4,1,Late Delivery,Pending,Standard Class
00871,Debit,2,4,0,Advance Shipping,Complete,Standard Class
00872,Debit,3,4,0,Advance Shipping,Complete,Standard Class
00874,Payment,5,4,1,Late Delivery,Pending Payment,Standard Class
